date	from	text
2024-11-08T09:47:42	Alexander	Я к 19 подъеду. Но Паша уже всё подготовит к этому времени)
2024-11-08T09:52:10	Alexander	
2024-11-08T09:52:10	Alexander	Вопрос столярным знатокам. Сможете выпилить полозья для старинных саней?
2024-11-08T09:52:31	Alexander	В районе 4 метров длина в идеале.
2024-11-08T09:55:50	Alexander	Из доски, я вижу так.
2024-11-08T09:56:46	Бобылев Паша	Думаю, что этот изгиб делается, а не выпиливается на старинных санях
2024-11-08T09:58:07	Alexander	Конечно, парят и гнут.
2024-11-08T10:01:36	Бобылев Паша	"По бане я минус из-за отсутствия четкой позиции
Поеду завтра утром в общую, присоединяйтесь"
2024-11-08T10:12:32	Сорокин Андрей	Ну 4 метра длинной это много, у нас 3 метра и только сосна 4.5, но из сосны вообще не понятно как делать да и как хвост гнуть вопрос
2024-11-08T10:15:50	Alexander	я думал чтоб не гнуть, выпилить такую форму. Штриховку выбрать грубо говоря.
2024-11-08T10:16:20	Alexander	в целом то можно и бензопилой это сделать...
2024-11-08T10:17:01	Alexander	Только вопрос как это будет жить? Направление волокон у досок какое ? В длину же?
2024-11-08T10:17:24	Alexander	Поперёк доски...
2024-11-08T10:17:59	Alexander	А толщина досок какая бывает?
2024-11-08T10:24:51	Сорокин Андрей	"Какую закажешь, хоть брус 100 на 100, но стандарт 60, 50 в сырой.
Главный специалист к беседе не подключается!"
2024-11-08T10:26:17	Alexander	"можно 2*50 запилить на каждую сторону..
а может и 60 хватит.. легче будут."
2024-11-08T10:43:05	Миша Трофимюк	
2024-11-08T12:26:43	Бобылев Паша	По факту рассказал)
2024-11-08T12:27:53	Бобылев Паша	Сань, оставляй заявку на сайте, тебе перезвонит менеджер, как только будет свободен)
2024-11-08T14:51:23	Dmitry Децина/M	
2024-11-08T20:45:36	Миша Трофимюк	Ну я столешку для тумбы в ванную сам себе в итоге сделал)
2024-11-09T11:29:15	Бобылев Паша	В бане сегодня классно, один человек, купели чистые, хамам приятно пахнет апельсиновой цедрой
2024-11-09T11:30:19	Бобылев Паша	Уже купил билеты? Можно попробовать встретить тебя
2024-11-09T12:49:24	Бобылев Паша	
2024-11-09T13:13:25	Сорокин Андрей	Это где?
2024-11-09T13:14:06	Бобылев Паша	В салоне тайского массажа рядом с баней
2024-11-09T13:14:20	Бобылев Паша	После бани 40 минут 200 рублей
2024-11-09T13:39:33	Бобылев Паша	Михан, в твой гараж влезет стишка на месяц?
2024-11-09T13:40:40	Бобылев Паша	На Мойке готовят 😋 360 рублей
2024-11-09T13:49:01	Шмелёв Данил	Спасибо :) у меня фирма трансфер оплатила
2024-11-09T14:04:13	Миша Трофимюк	Завтра тесть заедет, в ЦРВ покопаться, если там разгребу то влезет
2024-11-09T14:05:35	Бобылев Паша	Мне через неделю нужно, маякни, если разгребешь
2024-11-09T14:17:16	Леха Писаренко	В Тай уезжаешь?
2024-11-09T14:22:18	Бобылев Паша	Вы на объекте?
2024-11-09T14:57:05	Миша Трофимюк	Я в столярке, Андрюха едет, или не едет ещё, хз
2024-11-09T14:59:14	Бобылев Паша	Блин, раньше бы ответил) мимо проезжал, думал заехать на пол часа поболтать
2024-11-09T14:59:42	Миша Трофимюк	Так я же работаю а не в телефоне)
2024-11-09T15:00:06	Бобылев Паша	Естественно)
2024-11-09T15:00:36	Бобылев Паша	Он электричку ждёт)
2024-11-09T15:25:08	Dmitry Децина/M	
2024-11-09T15:26:18	Миша Трофимюк	
2024-11-09T15:28:29	Dmitry Децина/M	
2024-11-09T15:31:52	Миша Трофимюк	Ну и коктейльные вечеринки)
2024-11-09T15:32:54	Миша Трофимюк	Не, сейчас пока заказы на рамки надо отдать. Для моего завода
2024-11-09T15:36:08	Бобылев Паша	Заказываем кружочек с вечеринки, погреться)
2024-11-09T16:16:10	Миша Трофимюк	У меня сегодня игра на Локомотиве в 20:15. Можно приехать поболеть
2024-11-09T19:34:10	Шмелёв Данил	
2024-11-09T19:34:15	Шмелёв Данил	Сегодня прогулка
2024-11-09T19:43:16	Сорокин Андрей	Ты в Китай ходил?
2024-11-09T19:51:15	Шмелёв Данил	День ног :)
2024-11-09T19:51:29	Шмелёв Данил	До Свободного и обратно и по городу 10км
2024-11-09T21:28:59	Dmitry Децина/M	Сорян, только прочитал. Кружочков не будет. Фотка есть )
2024-11-09T21:30:45	Dmitry Децина/M	
2024-11-09T21:31:05	Dmitry Децина/M	С соотечественниками встречались. Пельмени лепили, мясо жарили
2024-11-09T21:58:18	Dmitry Децина/M	Не помню, может скидывал уже. Смешное
2024-11-09T21:58:31	Dmitry Децина/M	Офигеть просто
2024-11-10T00:39:25	Бобылев Паша	Личный рекорд, сложно будет побить
2024-11-10T00:42:40	Бобылев Паша	Это почти как марафон по дистанции, чуть больше
2024-11-10T00:46:13	Сорокин Андрей	Полумарафон все же
2024-11-10T00:46:38	Сорокин Андрей	А, не если 50км то больше марафона
2024-11-10T00:46:46	Бобылев Паша	Марафон 42 км с мелочью
2024-11-10T06:22:26	Шмелёв Данил	Самый прикол, что я все это время был в угах 😁
2024-11-10T06:22:37	Шмелёв Данил	
2024-11-10T06:23:03	Шмелёв Данил	Пиздец конечно
2024-11-10T13:15:47	Бобылев Паша	
2024-11-10T13:17:09	Бобылев Паша	Не все за столами похожи на соотечественников)
2024-11-10T13:18:49	Бобылев Паша	Либо загар так хорошо ложиться))
2024-11-10T13:23:52	Бобылев Паша	Как ноги, колени, голеностоп?
2024-11-10T13:30:52	Dmitry Децина/M	Браки смешанные. Дети метисы.
2024-11-10T13:31:39	Бобылев Паша	Так это не только с работы люди собрались?
2024-11-10T13:31:41	Dmitry Децина/M	Есть ребята которые всю жизнь в России прожили, говорят как мы с вами. Сейчас на Мадагаскаре живут.
2024-11-10T13:31:51	Dmitry Децина/M	Неее
2024-11-10T13:31:55	Dmitry Децина/M	Это вообще не с работы
2024-11-10T13:32:52	Dmitry Децина/M	Это просто русские по происхождению, которые на Мадагаскаре живут.
2024-11-10T13:32:56	Бобылев Паша	Прикольно, типо диаспора за экватором
2024-11-10T13:33:27	Dmitry Децина/M	Одна из тусовок. Тут они разделены, кто-то дружит с одними, кто-то с другими. Вот одна из компаний.
2024-11-10T13:34:34	Бобылев Паша	Вкусные пельмешки получились?
2024-11-10T13:36:18	Dmitry Децина/M	Нормас. Я их с нового года не ел. Кайфанул :)
2024-11-10T13:38:00	Бобылев Паша	Уже несколько лет не ел пельменей)
2024-11-10T13:41:15	Dmitry Децина/M	Здесь очень не хватает нашей замороженной еды.
2024-11-10T13:41:43	Dmitry Децина/M	Чтобы иногда хотя бы закинуть и за 5 приготовить.
2024-11-10T13:42:14	Dmitry Децина/M	Все надо самому готовить заранее и замораживать.
2024-11-10T13:42:29	Dmitry Децина/M	Напрягает. Поэтому почти не готовим так.
2024-11-11T10:02:44	Бобылев Паша	
2024-11-11T10:04:10	Сорокин Андрей	Снежок сегодня хрустит
2024-11-11T10:06:28	Бобылев Паша	Свежо, тепло, классно
2024-11-11T11:27:26	Dmitry Децина/M	По холоду не соскучился, а по хрусту снега - очень
2024-11-11T11:53:47	Сорокин Андрей	У нас пока не сильно холодно, для ноября вообще считай тепло
2024-11-12T06:25:38	Шмелёв Данил	
2024-11-12T06:27:19	Шмелёв Данил	В моей зоне ответственности полимеры
2024-11-12T06:27:44	Шмелёв Данил	Там где мужик говорил про монтаж крупногабаритного оборудования до НГ
2024-11-12T09:44:37	Сорокин Андрей	Надеюсь не просраны?)))
2024-11-12T09:53:46	Сорокин Андрей	
2024-11-12T10:46:23	Бобылев Паша	В субботу можно, в воскресенье улетаю
2024-11-12T10:48:49	Бобылев Паша	Сейчас уже не так приятно, как было две недели назад
2024-11-12T10:49:22	Бобылев Паша	Ты бы еще в январе предложил)
2024-11-12T10:59:17	Шмелёв Данил	Куда-?
2024-11-12T11:00:56	Бобылев Паша	В Благовещенск, загран сделал в Китай сгонять?
2024-11-12T11:02:00	Бобылев Паша	Бангкок
2024-11-12T11:18:47	Alexander	Ну мы тебе всё равно ни капельки не завидуем. Духота... креветки... тайки... шмаль.. ужас!
2024-11-12T11:20:55	Бобылев Паша	Огромные крысы бегают ночью, в мешках мусорных шуршат
2024-11-12T11:30:14	Миша Трофимюк	Знаю одного умелого охотника на крыс, могу контактом поделиться)
2024-11-12T11:31:51	Сорокин Андрей	Хорошо, что только в мешках
2024-11-12T11:41:35	Бобылев Паша	Санек?
2024-11-12T12:02:49	Alexander	Я только мышей на клей ловил.
2024-11-12T13:59:35	Шмелёв Данил	Не делал
2024-11-12T13:59:54	Шмелёв Данил	В какие даты тебя не будет?
2024-11-12T14:00:16	Бобылев Паша	К новому году буду в нск
2024-11-12T16:15:40	Миша Трофимюк	Мы тоже по 2-3 с каждой наклейки)))
2024-11-12T16:18:17	Alexander	Пашка на "марку" мышей ловить будет в тае.
2024-11-12T19:24:04	Шмелёв Данил	
2024-11-12T20:35:50	Alexander	Дэнчик видимо сохранил себе подборку. На все дни недели.
2024-11-13T03:16:22	Шмелёв Данил	Не благодарите 🙂
2024-11-13T14:57:54	Alexander	Выиграл торги. Вот такой конь)
2024-11-13T14:58:22	Леха Писаренко	Цыганский)
2024-11-13T15:00:53	Сорокин Андрей	Не мерсе двигаться будешь?
2024-11-13T15:01:58	Alexander	Надо оплатить и в Барнаул за ним ехать. Денег нет нихуА
2024-11-13T16:08:32	Dmitry Децина/M	И вправду цыганский
2024-11-13T16:08:43	Dmitry Децина/M	Красивый :)
2024-11-13T16:08:50	Dmitry Децина/M	Если в порядок привести
2024-11-13T16:08:55	Dmitry Децина/M	И если салон живой
2024-11-14T07:50:34	Бобылев Паша	
2024-11-14T07:54:41	Сорокин Андрей	
2024-11-14T13:02:40	Dmitry Децина/M	
2024-11-14T13:06:15	Шмелёв Данил	
2024-11-14T13:16:20	Сорокин Андрей	Боб, ждём от тебя ежедневное утреннее видео с тая!
2024-11-14T14:08:44	Бобылев Паша	Без проблем!
2024-11-14T14:09:58	Бобылев Паша	Думаю купить камеру небольшую со стабилизацией, поснимать красивую ровную картинку
2024-11-14T15:16:03	Сорокин Андрей	А что айфон стабилизации не даёт?
2024-11-14T21:23:53	Миша Трофимюк	
2024-11-14T21:23:53	Миша Трофимюк	
2024-11-14T21:34:11	Alexander	Огонь! Вместо лебедки быстрее шараном тащить.
2024-11-15T09:15:12	Alexander	Завтра едем на рассвете?)
2024-11-15T09:17:25	Бобылев Паша	Какой план?
2024-11-15T09:17:33	Бобылев Паша	Вода теплая?
2024-11-15T09:20:30	Бобылев Паша	По льду какой прогноз? Встал или нет
2024-11-15T09:20:53	Alexander	на ине встал. На море процентов 90 что нет.
2024-11-15T09:21:56	Бобылев Паша	Я вижу так, приезжаем, окунаемся и в баню бегом, костер уже не поджечь нормально, снега навалило
2024-11-15T09:22:12	Леха Писаренко	Главное чтобы потом у тебя в Таиланде в нужное время встал, после таких купаний )
2024-11-15T09:22:17	Леха Писаренко	С добрым утром )
2024-11-15T09:22:35	Бобылев Паша	Там колеса на каждом углу продаются для этого)
2024-11-15T09:23:28	Бобылев Паша	Кстати, кто-нибудь пробовал такие закидывать? Как работают?
2024-11-15T09:23:38	Леха Писаренко	Виагру?
2024-11-15T09:23:46	Бобылев Паша	Ага
2024-11-15T09:23:57	Леха Писаренко	Я пробовал еще давно )
2024-11-15T09:24:19	Бобылев Паша	Как на порнхабе стояк?
2024-11-15T09:24:33	Леха Писаренко	Да просто хуй встает и не падает пока не потрахаешься )
2024-11-15T09:24:46	Леха Писаренко	И отходняки от нее
2024-11-15T09:24:57	Леха Писаренко	Сопли и красные глаза
2024-11-15T09:25:07	Бобылев Паша	Не очень)
2024-11-15T09:25:11	Леха Писаренко	Не советую, ага
2024-11-15T09:25:37	Леха Писаренко	Если ты хочешь марафон на всю ночь - тогда можно
2024-11-15T09:44:46	Бобылев Паша	Это Михан марафоны бегает, я больше по спринту и на средние дистанции)
2024-11-15T09:46:55	Бобылев Паша	Либо зрителем на трибунах поболеть
2024-11-15T09:57:12	Сорокин Андрей	)))
2024-11-15T15:22:43	Шмелёв Данил	Новый министр обороны США
2024-11-15T15:26:41	Dmitry Децина/M	Это вроде в 15 году было. Но я тоже посмеялся в голос ))
2024-11-15T15:26:53	Dmitry Децина/M	Чуть не минусанул барабанщика
2024-11-16T13:43:43	Сорокин Андрей	
2024-11-16T13:43:43	Сорокин Андрей	
2024-11-16T13:43:43	Сорокин Андрей	
2024-11-16T13:43:43	Сорокин Андрей	
2024-11-16T13:43:43	Сорокин Андрей	
2024-11-16T13:43:43	Сорокин Андрей	
2024-11-16T13:49:05	Леха Писаренко	Михан играет?
2024-11-16T13:49:28	Сорокин Андрей	Ага)))
2024-11-16T15:28:41	Миша Трофимюк	Не, я сегодня на Первомайке)
2024-11-17T13:33:52	Бобылев Паша	Чилю в бизнесе, в начале 11го буду в Бангкоке
2024-11-17T13:34:28	Леха Писаренко	Ты че бизнесмен?)
2024-11-17T13:36:24	Бобылев Паша	Ну типа того, в тиньке дарят несколько бесплатных проходов в год за премиум
2024-11-17T13:37:04	Леха Писаренко	Удачного отдыха🖐
2024-11-17T13:46:15	Бобылев Паша	По традиции целый косяк в первый же вечер?)
2024-11-17T13:46:52	Леха Писаренко	Ну ты смотри сам
2024-11-17T13:47:20	Леха Писаренко	Я бы бахнул индики и пошёл на массаж)
2024-11-17T13:49:08	Бобылев Паша	Это можно, главное мармеладками перед массажем не увлекаться))
2024-11-17T14:50:23	Шмелёв Данил	
2024-11-17T16:00:55	Шмелёв Данил	
2024-11-17T17:05:25	Dmitry Децина/M	Географический диктант написали
2024-11-17T17:17:42	Шмелёв Данил	Что это?
2024-11-17T18:34:21	Dmitry Децина/M	Ну как тотальный диктант, только по географии
2024-11-17T18:36:53	Dmitry Децина/M	Также по все стране пишут
2024-11-17T18:37:00	Dmitry Децина/M	И в посольствах
2024-11-17T18:37:05	Dmitry Децина/M	По желанию
2024-11-17T18:37:21	Dmitry Децина/M	У нас человек 30 собралось
2024-11-18T00:39:52	Бобылев Паша	Кайф в героев поиграть
2024-11-18T05:20:28	Шмелёв Данил	Как там тай?
2024-11-18T08:42:57	Alexander	
2024-11-18T09:03:30	Бобылев Паша	Доброе утро! Только проснулся, сейчас буду двигаться в центр, остановился около аэропорта переночевать
2024-11-18T09:50:49	Бобылев Паша	
2024-11-18T09:56:05	Сорокин Андрей	Что-то как у нас в деревне летом!
2024-11-18T09:56:10	Бобылев Паша	
2024-11-18T09:56:40	Сорокин Андрей	Что там надо в награду богам?
2024-11-18T10:05:45	Бобылев Паша	
2024-11-18T10:33:57	Шмелёв Данил	Только в деревне другие законы 💨
2024-11-18T10:35:14	Бобылев Паша	30 км от центра
2024-11-18T13:05:11	Бобылев Паша	
2024-11-18T13:05:59	Бобылев Паша	
2024-11-18T13:08:56	Шмелёв Данил	Интимная стрижка?
2024-11-18T13:09:25	Шмелёв Данил	Кайфуешь уже?
2024-11-18T14:17:05	Бобылев Паша	Массаж головы) естественно, этим теплым влажным воздухом приятно дышать
2024-11-18T14:38:54	Бобылев Паша	Вид из окна номера, 55 $ две ночи
2024-11-18T15:20:04	Сорокин Андрей	Норм, что в отеле есть? 55 не дорого, с завтраком?
2024-11-18T15:22:43	Бобылев Паша	Ничего, просто маленькая студия в отеле без ресепшена
2024-11-18T15:23:14	Бобылев Паша	Поэтому и не дорого) завтраки здесь на каждом углу есть
2024-11-18T15:23:56	Бобылев Паша	
2024-11-18T15:27:04	Dmitry Децина/M	Сколько массаж ног стоит?
2024-11-18T15:28:07	Бобылев Паша	300-400 батов, около тысячи в среднем в обычных салонах
2024-11-18T15:37:38	Dmitry Децина/M	У нас в хорошем салоне, где прям от атмосферы кайфово тоже в районе 1000 ₽ выйдет. Если без атмосферы, то 600-800
2024-11-18T15:38:11	Dmitry Децина/M	Хорошо отдохнуть, Пашка, и напитаться правильной энергией!
2024-11-18T20:29:39	Бобылев Паша	Полтора в рублях за низмо марч
2024-11-18T20:30:01	Бобылев Паша	Спасибо, обязательно! Здесь по другому не получится)
2024-11-19T08:19:17	Шмелёв Данил	Всем привет!
2024-11-19T08:26:15	Леха Писаренко	🖐
2024-11-19T09:28:57	Миша Трофимюк	Привет
2024-11-19T11:41:59	Dmitry Децина/M	Здоров
2024-11-19T12:56:15	Бобылев Паша	
2024-11-19T12:56:46	Бобылев Паша	Беру в аренду покататься пару дней)
2024-11-19T14:13:36	Миша Трофимюк	Мужика?
2024-11-19T15:08:47	Бобылев Паша	В Тае не запрещается)
2024-11-19T15:09:08	Миша Трофимюк	А че, он сочный такой)
2024-11-19T15:32:09	Dmitry Децина/M	Ну началось. Вас, пацаны, часом не французы покусали?
2024-11-19T16:09:46	Шмелёв Данил	Кин дай фото
2024-11-19T16:09:50	Шмелёв Данил	Кидай
2024-11-19T17:46:30	Миша Трофимюк	
2024-11-19T17:46:38	Миша Трофимюк	Такого там точно нет))
2024-11-19T19:08:24	Бобылев Паша	Дрон на Нео похож
2024-11-19T19:51:56	Dmitry Децина/M	Это какой год, интересно?
2024-11-19T20:02:15	Миша Трофимюк	Боб в армейке в это время был
2024-11-19T20:03:24	Dmitry Децина/M	Курс третий?
2024-11-19T21:43:03	Миша Трофимюк	Тут Скатова с нами еще
2024-11-19T23:25:40	Dmitry Децина/M	Это просто кто-то из прошлой жизни. Мне кажется, я её с того раза и не видел
2024-11-20T15:16:22	Бобылев Паша	
2024-11-20T15:16:37	Бобылев Паша	Есть фотографии со Скатовой?
2024-11-20T15:20:09	Dmitry Децина/M	Это к Раулю
2024-11-20T15:20:14	Dmitry Децина/M	Предполагаешь, что она ещё не занята? ;))
2024-11-20T15:20:41	Dmitry Децина/M	Высокие дома - кайф :)) соскучился по такому в нашей деревне
2024-11-20T15:24:40	Бобылев Паша	Имею ввиду тех лет, с пляжной вечеринки)
2024-11-20T15:25:27	Бобылев Паша	Есть экскурсия на крышу этого здания, думаю подняться поснимать от туда
2024-11-20T15:35:29	Миша Трофимюк	Конечно есть)) дети альбом у бабушки отрыли
2024-11-20T15:35:44	Миша Трофимюк	А там тёлок куча, мода была свои фотки дарить)))
2024-11-20T17:07:08	Dmitry Децина/M	:)) хаха. Засада.
2024-11-20T22:37:30	Бобылев Паша	Здесь турнир по доте будет, цены на билеты
2024-11-20T23:20:27	Бобылев Паша	
2024-11-21T00:36:19	Dmitry Децина/M	Что за сикарашки сексуальные? :) каракатицы?
2024-11-21T08:11:52	Сорокин Андрей	Это что за деликатес?
2024-11-21T10:53:17	Бобылев Паша	
2024-11-21T10:53:53	Бобылев Паша	Морские гады типо кальмаров на шпажках, выбираешь и тебе тут же жарят на углях
2024-11-21T11:37:16	Бобылев Паша	
2024-11-21T11:43:46	Alexander	Картинка клёвая всё таки на патефоне. Снимай больше.
2024-11-21T11:51:26	Бобылев Паша	
2024-11-21T11:53:51	Сорокин Андрей	Боб ты там только по магистралям гуляешь?)
2024-11-21T12:00:07	Бобылев Паша	Так я в центре, здесь одни магистрали, пешком не очень комфортно, сейчас в парк иду на тренировку
2024-11-21T12:13:13	Бобылев Паша	
2024-11-21T12:47:42	Бобылев Паша	
2024-11-21T13:21:11	Бобылев Паша	Могу попробовать вечерний стрим запустить на ютуб если интересно, прокачусь на тук-туке по чайнатауну
2024-11-21T13:27:34	Шмелёв Данил	Везде турник найдет 😊
2024-11-21T16:01:58	Бобылев Паша	Для тебя картина
2024-11-21T16:43:59	Шмелёв Данил	
2024-11-21T16:44:16	Шмелёв Данил	Мб перцовый балкон фаер петарды?
2024-11-21T16:44:24	Шмелёв Данил	Или более хитрое что-то
2024-11-21T16:44:28	Alexander	всё и сразу
2024-11-21T16:45:13	Alexander	у меня только фаер) беру обычно с собой. Чтоб медвведь видел лучше в темноте, что жуёт.
2024-11-21T17:10:15	Бобылев Паша	Есть на руку как браслет против собак, пиро патрон внутри
2024-11-21T17:15:56	Alexander	Нужен отпугивающий балон спец. для мишек.
2024-11-21T17:19:43	Бобылев Паша	В поход собираешься?
2024-11-21T17:39:51	Бобылев Паша	Чайник подойдет металический
2024-11-21T18:09:42	Бобылев Паша	
2024-11-21T18:52:18	Бобылев Паша	Африканцы коксом банчат прямо на улице, около 1000 рублей за грамм, very good staff)
2024-11-21T18:55:03	Сорокин Андрей	Втарил?
2024-11-21T18:56:34	Бобылев Паша	Нет конечно) чем я в Колумбии заниматься буду?
2024-11-21T18:57:33	Бобылев Паша	Но цена смешная конечно, как косяк травки
2024-11-21T19:31:42	Шмелёв Данил	Ты взял машину?
2024-11-21T19:31:49	Шмелёв Данил	Себя с машиной фотай
2024-11-21T19:49:59	Бобылев Паша	откуда у меня такие деньги)
2024-11-21T19:53:54	Бобылев Паша	Из забавного, вчера ходил на массаж «хватка дракона»
2024-11-21T19:56:45	Бобылев Паша	В итоге оттянули за яйца 🥚
2024-11-21T20:09:01	Dmitry Децина/M	Драконьей хваткой тянули? ))
2024-11-21T20:11:50	Бобылев Паша	Ага, думал это хватка за сухожилия мышц, отметил в карте strong, в итоге такая неожиданность) причём как понял эта тема популярная, куча отзывов, салон в большом торговом центре
2024-11-21T21:02:44	Бобылев Паша	Андрюх, а отель крутой забронить у тебя есть какие-нибудь фишки?
2024-11-21T23:36:02	Dmitry Децина/M	Ахахаха ))
2024-11-22T08:58:04	Alexander	😎
2024-11-22T09:16:46	Сорокин Андрей	пивас?
2024-11-22T09:49:51	Alexander	Kozel тёмный )
2024-11-22T12:44:58	Dmitry Децина/M	
2024-11-22T12:57:11	Бобылев Паша	Переехал в отель покруче, 240 баксов три ночи с завтраком
2024-11-22T13:31:21	Сорокин Андрей	Ты про какой отель? Подумать можно, но тебе придётся мной прикинуться
2024-11-22T13:31:26	Сорокин Андрей	Ты про банког?
2024-11-22T13:56:49	Alexander	Я вот пазл собрал.
2024-11-22T14:15:32	Бобылев Паша	Ага, вдруг есть какие схемы из прошлой жизни)
2024-11-22T14:20:33	Бобылев Паша	Три куртки надеть, и все с капюшонами?
2024-11-22T14:34:44	Dmitry Децина/M	Сука, кто-нибудь бы хоть поддержал
2024-11-22T14:43:18	Сорокин Андрей	Ага))
2024-11-22T14:43:49	Сорокин Андрей	Только прослушал)
2024-11-22T14:44:06	Сорокин Андрей	
2024-11-22T14:44:08	Бобылев Паша	Мы не при параде) вот был был костюм тройка отглаженный, галстук, другое дело
2024-11-22T14:44:38	Бобылев Паша	
2024-11-22T14:45:05	Dmitry Децина/M	Воооо
2024-11-22T14:45:13	Dmitry Децина/M	Спасибо, друзья
2024-11-22T14:45:44	Dmitry Децина/M	
2024-11-22T14:55:22	Бобылев Паша	Это супер сложно в плюс 35, но я постараюсь ради президентского люкса в Интер континенталь)
2024-11-22T16:30:44	Alexander	Митяй, чё там про "орешник" в кулуарах говорят?
2024-11-22T16:31:11	Alexander	Пыль сдувать с паспортов?
2024-11-22T16:37:10	Бобылев Паша	Поясни) что за орешник
2024-11-22T16:38:04	Леха Писаренко	Ядерной ракетой недавно по Украине уебали
2024-11-22T16:38:08	Леха Писаренко	Орешник
2024-11-22T16:38:50	Леха Писаренко	Киев сгорел
2024-11-22T16:38:57	Леха Писаренко	Новостей не читаешь там совсем?
2024-11-22T16:39:26	Бобылев Паша	Да вообще не читаю, даже дома
2024-11-22T16:39:32	Бобылев Паша	Что реально?
2024-11-22T16:39:42	Бобылев Паша	Как сгорел? Целиком?
2024-11-22T16:39:43	Леха Писаренко	Ну да, ответочка типа
2024-11-22T16:40:01	Леха Писаренко	Ну 10 мегатонн, как сам думаешь?
2024-11-22T16:40:33	Бобылев Паша	Ответочка на что?
2024-11-22T16:40:54	Бобылев Паша	Ну если ты не шутишь, то это плохие новости однозначно
2024-11-22T16:42:04	Леха Писаренко	За то что они нам по заводу который мазик производит уебали
2024-11-22T16:42:32	Бобылев Паша	Мазик?))))
2024-11-22T16:42:51	Леха Писаренко	Ладно, шутка на самом деле. По какому-то заводу в Днепре уебали ракетой, неядерной, обычной
2024-11-22T16:43:19	Леха Писаренко	Ракета Орешник называется
2024-11-22T16:43:26	Бобылев Паша	Так это обычное дело, можно не сдувать пыль
2024-11-22T16:44:04	Бобылев Паша	Успокойте там Санька, ну или хватай паспорт и лети ко мне под это дело
2024-11-22T16:44:15	Леха Писаренко	Ну не совсем, там какая-то межконтинентальная баллистическая ракета была
2024-11-22T16:44:47	Леха Писаренко	Впервые в истории ракетой такого типа по кому-то всерьёз бахнули
2024-11-22T16:44:51	Бобылев Паша	Можете все прилетать, кайфанем, отметим это дело
2024-11-22T16:45:31	Бобылев Паша	Грустно, но все привыкли давно
2024-11-22T16:46:16	Леха Писаренко	Ну вообще да, недавно был налёт дронов на завод мазика)
2024-11-22T16:46:45	Леха Писаренко	Не хотелось бы перед новым годом без мазика остаться
2024-11-22T16:46:49	Бобылев Паша	Не шутка, без мазика до голода один шаг
2024-11-22T16:46:57	Леха Писаренко	За такое можно и ядерку применить)
2024-11-22T16:47:31	Бобылев Паша	За что они с нами так жестоко?
2024-11-22T16:53:17	Dmitry Децина/M	
2024-11-22T16:56:04	Шмелёв Данил	
2024-11-22T16:56:23	Бобылев Паша	Казахской пользуюсь, ага
2024-11-22T16:59:12	Dmitry Децина/M	Повезло )
2024-11-22T17:36:43	Миша Трофимюк	Блин у меня интересно было, но я был занят
2024-11-22T17:43:51	Сорокин Андрей	Все занесли?
2024-11-22T17:45:39	Миша Трофимюк	70%
2024-11-22T22:45:30	Бобылев Паша	
2024-11-22T23:09:28	Бобылев Паша	
2024-11-23T13:32:49	Бобылев Паша	
2024-11-23T13:32:49	Бобылев Паша	
2024-11-23T13:33:25	Бобылев Паша	
2024-11-23T13:33:52	Бобылев Паша	Выставка Порше
2024-11-23T13:38:45	Бобылев Паша	
2024-11-23T13:45:52	Бобылев Паша	
2024-11-23T14:00:19	Бобылев Паша	Автобус ресторан 🍽️
2024-11-23T14:26:31	Бобылев Паша	
2024-11-23T16:27:52	Dmitry Децина/M	Четырехступенчаиая коробка. Прикиньте, как я раскручивать надо? )
2024-11-23T16:28:42	Бобылев Паша	Какие красивые машины они в 75м делали)
2024-11-23T16:29:00	Бобылев Паша	Мне серая больше понравилась, она 2001го по моему
2024-11-23T16:30:29	Dmitry Децина/M	А мне - коричневая
2024-11-24T19:36:21	Шмелёв Данил	
2024-11-24T19:36:56	Шмелёв Данил	Такое пусковое не рекомендую
2024-11-24T19:37:03	Шмелёв Данил	Заказали пистолет
2024-11-24T19:37:11	Шмелёв Данил	На 3 выстрела
2024-11-24T19:37:26	Шмелёв Данил	Еще фаеры надо взять
2024-11-24T19:37:39	Шмелёв Данил	И балон есть на медведя
2024-11-24T19:38:11	Шмелёв Данил	Скажите как стаю Волков отгонять?
2024-11-24T19:38:38	Шмелёв Данил	
2024-11-24T19:39:07	Шмелёв Данил	
2024-11-24T19:41:11	Шмелёв Данил	Саня, как ты вообще 1 по лесам шаришся
2024-11-24T19:41:18	Шмелёв Данил	Столько зверья
2024-11-24T19:41:42	Шмелёв Данил	
2024-11-24T19:41:51	Шмелёв Данил	Волк, собака?
2024-11-24T19:45:16	Бобылев Паша	Ты у егерей местных спрашивай)
2024-11-24T19:46:02	Бобылев Паша	Мы опаснее кучи говна Медвежьего не видели ничего
2024-11-24T19:46:49	Бобылев Паша	Этим патроном вы только птиц мелких напугаете, нужно что-то серьезнее, карабин нарезное например
2024-11-24T19:51:30	Леха Писаренко	Я даже кучи говна не видел..
2024-11-24T19:56:50	Бобылев Паша	Загугли)
2024-11-24T19:58:01	Леха Писаренко	Щас же зима, мишки должны спать
2024-11-24T19:58:33	Леха Писаренко	Мне кажется если сейчас встретить шатуна - то тебе пиздец
2024-11-24T20:21:54	Леха Писаренко	Ты кстати в Бангкоке не встречал?)
2024-11-24T20:22:40	Бобылев Паша	Пока нет)
